service,type de service,commentaire,note,date_visite,mois de visite,annee de visite,date_commentaire,mois de commentaire,année_commentaire,satisfaction
NewPort Bay Club,Hôtel,"Pour un 4 étoiles et au prix des chambres, ce n'était pas si parfait que ça ! Joli, super accueil et service ok Par contre , une prise électrique hors du mur mais réparée rapidement. Un mini shampooing entamé,une serviette de bain avec tâches de moisissures, pas de mini bar en chambre. Des bars et restos dans l'hôtel mais n'oubliez pas vos liasses de billets.",4/5,Visité en juillet 2021,juillet,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Un séjour dans un hôtel Disney est toujours agréable. Mais le Newport mériterait à son tour un petit lifting intérieur. La literie n'est pas récente, la salle de bain mérite quelques retouches (pommeau de douche ne tient plus !). A ce prix, on ne paie que l'environnement et le cadre Disney. Dommage ! Toutefois, le personnel est toujours agréable, souriant et accueillant. Merci à eux ! 👍🏻",3/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,Très déçu du confort de cet hôtel. Chambre au 4eme étage avec un bruit d'aspirateur et de chariot qui roule jusqu'a 1h du matin ensuite musique avec tam tam jusqu'à 3h... Lit troo étroit et pas adapté à un enfant de 4 ans puisque pas de barrière et trop haut. Mon fils s est retrouvé par terre 2 fois dans la nuit,1/5,Visité en mars 2022,mars,2022,il y a 10 mois,Mars,2022,
NewPort Bay Club,Hôtel,Correct mais nous sommes plus sur un hôtel 3 étoiles que 4. Un e rénovation ou mise au goût du jour serait nécessaire ainsi que l'embauche d'un chef cuisinier plutôt que Picard.,3/5,Visité en mars 2022,mars,2022,il y a 10 mois,Mars,2022,
NewPort Bay Club,Hôtel,"Très bon hôtel Disney, parking immense, réception accueillante et aimable. La chambre au fond du 4 ème couloirs 😝apres 150 mètres nous y sommes, c'est propre aux couleurs de l'hôtel. Deux lits, bon matelas, seul bémol la TV ne fonctionne pas le second jours. Salle de bain avec baignoire. Bref en deux mots : À refaire",5/5,Visité en septembre 2021,septembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Gestion catastrophique de l'hôtel. Manque 1 chambre sur 2. Dans la 2ème, manque un lit bébé et un lit supplémentaire. Manque les décorations demandées pour l'anniversaire. Réservation du déjeuner et plus d'une heure d'attente. On nous répond qu'on devrait attendre dans notre chambre en attendant ! Aucun remboursement possible du déjeuner. Malgré ces nombreux problèmes. L'hôtel n'est clairement pas prêt à accueillir le public. Nous sommes extrêmement déçus. Habitués a l'hôtel Disney qui est actuellement fermé, la comparaison n'est même pas possible.",1/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Tout était au top, un très léger incident pour nous communiquer le numéro de chambre mais rien d'insupportable car tout le monde fait attention à votre séjour sans être gênant. Le parking est très très très vite saturé donc prévoyez de tourner un peu avec l'espoir d'une place qui se libère.",4/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Chambres superbes , contrôles drastiques , sécurité et sanitaire, personnel comme d'habitude : souriant, serviable, se pliant en 4 pour vous satisfaire ! malgré les conditions sanitaires particulière (masques en permanence les concernant pour travailler etc...) Alors quand c'est bien, propre, bon, et que l'on donne envie d'y revenir...il faut le.dire! Juste pour eux!",5/5,Visité en août 2021,août,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Très grand hôtel un peu dans jus (mon mari trouve que non donc histoire de goût). Bien placé 10 min à pieds du parc en traversant un petit village « shopping ». Personnel aimable. Beaucoup trop d’attente pour tout !!  Accueil, petit-déjeuner 1h, piscine 40 min. Est ce la reprise ? Ne mérite pas le 4 étoile",3/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Superbe Hôtel ! Grâce à tout le personnel agréable, souriant et serviable, nous avons passer un séjour ""Magic"" Et inoubliable ! Merci à tous, nous reviendrons dans hésitation ! Seul bémol : le mitigeur de la douche un peu vieux et le changement de température de l'eau sans y toucher.",5/5,Visité en juillet 2021,juillet,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Chambre très bien, confortable et propre. En revanche organisation pour les repas catastrophique : quasiment une heure de retard sur l'heure réservée pour le dîner. Quand au petit déjeuner, on a abandonné vu la queue qui annonçait encore autant de retard...",3/5,Visité en juillet 2021,juillet,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Déception Personnel très souriant qui s’adaptent aux conditions exceptionnelles liées au covid. Par contre, plus de services, les chambres sont vides (plus de bouilloire, plus de frigo…). Services restauration très moyen, évitez d’avoir une petite faim en dehors des heures de petit déjeuner / déjeuner et dîner. Très cher pour des simples nuits d’hôtels sans services.",1/5,Visité en juillet 2021,juillet,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Avis mitigé. Bel endroit bien refait au goût du jour et personnel aimable. MAIS: - le système qui était censer donner accès au chambre est tombé en panne aujourd'hui et on nous a demandé de refaire la queue pour activer nos cartes dechambre que l'activation devais être automatique et que nous avions déjà attendus le matin. - 8 personnes en conciergerie qui n'avaient pas de client mais seulement 5 pour tout les checkin dû a cette ""erreur informatique"", qui étaient débordés pendant que leur collègue les regardaient juste en face... Cette inaction d'une partie de l'équipe étaitetrange, j'avais l'impression que cette histoire d'informatique était devenu NOTRE problème en tant que client, mais pas celui d'une partie du personnel, et sue l'équipe ne s'est pas mobilisé pour aider l'ensemble des clients mécontents a juste titre. - la femme de chambre entre sans frapper alors que je sort de la douche... Symp - Piscine jolie, chaude... mais beaucoup de serviettes sales qui traînent sur les portes des cabines et sur le sol, abandonnées par les clients...  Ca fait beaucoup de problème si l'on compare au tarif de la nuitée.",3/5,Visité en mars 2022,mars,2022,il y a 10 mois,Mars,2022,
NewPort Bay Club,Hôtel,"Week-end passé au parc en compass club. Tout était très bien, petit déjeuner très copieux et encas de l'après midi très appréciable. Cependant nous avions signalé à la réception une tâche gluante sur le meuble télé. Malgré la venu du personnel ménagé la tâche n'a pas été nettoyé. C'est vraiment dommage pour une prestation de ce niveau.",3/5,Visité en août 2021,août,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Dans l'ensemble correcte , encore une fois il manque la touche disney ça manque de déco pour vraiment s'y croire. Attention au vieillissement des chambres. Resto buffet pas mal mais toujours les prix de dingue. Encore une fois vôtre personnels vous sauvent sans lui je ne donne pas chère de votre peau. L'hôtel comme le parc est low cost par rapport à se qui se fait à l'étranger mais le prix lui...",3/5,Visité en février 2022,février,2022,il y a 11 mois,Février,2022,
NewPort Bay Club,Hôtel,Super accueil et très bel emplacement.,5/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
NewPort Bay Club,Hôtel,"Vraiment un très bel hôtel , le personnel est très sympa et le restaurant est très satisfaisant. Seul Petit bémol la piscine (bassin) mériterai un bon coup de frais",4/5,Visité en février 2022,février,2022,il y a 11 mois,Février,2022,
NewPort Bay Club,Hôtel,Super hôtel. Service très agréable. Petit déj top.  Prut être trop grand. Ça fait un peu usine,4/5,Visité en mai 2022,mai,2022,il y a 8 mois,Mai,2022,
NewPort Bay Club,Hôtel,Top très propre. la piscine super. Personnel rien à dire,5/5,Visité en juillet 2022,juillet,2022,il y a 5 mois,Août,2022,
NewPort Bay Club,Hôtel,"Encore un très bel Hôtel mais quand j'ai été il avait pas encore été rénové , donc je vous partage d'ancienne photo de celui ci.  Le new port bay club est un hôtel de charme avec ca chambre et deux lits King size , les couloirs sont énorme il y a de quoi marcher , il se compose aussi d'une grand salle de bain avec baignoire , évier , toilettes , porte manteaux avec un banc , et d'une toilette , tout est propre et beau.",4/5,Visité en septembre 2013,septembre,2013,il y a 11 mois,Février,2022,
NewPort Bay Club,Hôtel,Magnifique hôtel avec piscine ! Le personnel est super !! A 10 minutes des parcs Disney ! Le bonheur,5/5,Visité en juin 2022,juin,2022,il y a 7 mois,Juin,2022,
NewPort Bay Club,Hôtel,Sejours de 2 jours Parfait Hôtel magnifique restaurant Parfait,5/5,Visité en novembre 2022,novembre,2022,il y a un mois,Décembre,2022,
NewPort Bay Club,Hôtel,"Très bon hôtel, piscine bien entretenu, salle de sport très complète. Parking 2 fois trop petit, on est obligé de se garer sur l'herbe. Petit déjeuner très excessif, prévoir de déjeuner au Disney Village.",3/5,Visité en octobre 2021,octobre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Visite du Captain's Quarter, excellent bar avec une belle ambiance marine, et une vue imprenable sur le lac Disney ! Les cocktails sont plus que sympathique, et la carte change régulièrement !",5/5,Visité en mai 2022,mai,2022,il y a 8 mois,Mai,2022,
NewPort Bay Club,Hôtel,"On frôle l'arnaque. Une prestation de très bas niveau. Attente absolument de partout, arrivée. Bagagerie, restaurant, petit déjeuner. Donc du temps en moins dans Disney et la célèbre attente pour chaque attraction (ça c'est compréhensible mais que l'hôtel en rajoute. Qualité des prestations catastrophiques par rapport au prix : Baignoire minuscule, meuble vieux et bas de gamme (le thème n'excuse pas tout), serviette sale, matelas a ressorts, literie bas de gamme. Attention toujours en comparaison avec le prix que vous payez pour 1 nuit. Restaurant le moins chère est un buffet à 38e/pers... Une cuisine digne d'une bonne cantine de collège (fontaine en chocolat sympa.)  Personnel accueillant mais la prestation générale et le rapport qualité prix catastrophiques. Allez dans les hôtels bien moins. La presta sera en accord et aucune déception.  Nous devions profiter 2 jours du parc. L'hôtel nous a tellement dégoûté nous sommes partis le matin du 2eme jour.  A éviter !!!",1/5,Visité en février 2022,février,2022,il y a 11 mois,Février,2022,
NewPort Bay Club,Hôtel,"Très bel hôtel Disney, chambre spacieuse, personnel aux petits soins. L’hôtel idéal pour offrir un séjour magique aux enfants ! (A peu près à 10 minutes de marche jusqu’aux entrées )",5/5,Visité en février 2022,février,2022,il y a 10 mois,Mars,2022,
NewPort Bay Club,Hôtel,"A l'accueil impossible de retrouver notre réservation, pas de chambre disponible, pas d'information sur l'ensemble de l'hôtel, quand enfin on trouve une chambre, elle est simplement dégueulasse (cheveux partout, lit pas fait, biscuit écrasé sur le sol), au petit déjeuner quand enfin nous sommes 4eme dans la fil on nous change d'endroit en disant qu'il y a moins de monde hop on se retrouve à attendre beaucoup plus. Très déçu de cet hôtel",1/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Séjour 2 jours et 1 nuit à Disneyland Paris et à l'hôtel New Port Bay Club. Nous avons adoré l'hôtel, autant moi et mon mari que nos filles de 8 et 5 ans. Nous avons visité ce lieu un jeudi / vendredi donc peut-être moins de monde qu'en week-end ou vacances scolaires, le service navette est très pratique. Nous avons trouvé l'hôtel plutôt calme, la literie confortable, salle de bain très propre avec produits d'hygiène et serviettes à disposition. Quant au petit déjeuner c'était ROYAL même si le prix est assez élevé ! Le personnel très souriant et agréable, mention spéciale à Julia de la boutique New Port pour le temps qu'elle a pris pour nous et la peluche que ma petite désiré tant !!!",5/5,Visité en avril 2022,avril,2022,il y a 9 mois,Avril,2022,
NewPort Bay Club,Hôtel,"Bien mais l'organisation laisse à désirer. On attend à la réception, on attend pour le petit déjeuner, on attend pour le dîner... bref à l'image du parc... et pour le restaurant, passez votre chemin !!! Sauf si vous souhaitez retrouver l'esprit cantine de votre enfance mais en payant très cher...",3/5,Visité en octobre 2021,octobre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Très bien, mis à part l'attente pour tout... Et nous avions besoin de draps pour le lit bébé: nous nous sommes déplacés à l'accueil à 21h30 qui nous demande d'appeler depuis le fixe de la chambre... Appel passé : ""on traite votre demande"". 22h10 toujours personne, rappel au numéro ""quelqu'un va venir il y a un peu d'attente avec les retours du parc"" personne n'est jamais venu, ma fille a dormi à même le matelas, c'est vraiment dommage ça gâche qd même un peu le séjour. Sinon salle de bain avec joints noircis. Le reste très bien, belle décoration. Dommage qu'on soit des numéros et traités (où non) à la chaîne.",3/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,L’hôtel et bien entretenu et propre. Le personnel est accueillant et aimable. Cependant il y a un énorme manque d’organisation. Réservé une table à 21h dans un des restaurants de l’hôtel pour qu’au final on nous redirige vers l’autre restaurant car complet. Attente interminable à table. Résultat: premier plat servi à 22h15. Inadmissible et incohérent au vue des prix des prestations. Attente interminable au petit déjeuner également.,3/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Trop cher pour le service proposé ... Personnel complètement à la ramasse (Disney n'avait pas prévu cette fréquentation pour janvier ...) . Non prise en compte des demandes lors de la réservation . Si on n'a pas pris l'option Compass club, on est considéré comme des pions ... Beaucoup trop de monde dans le hall et dans le restaurant . Covid-19 ?? Cotés positifs : chambre propre  La magie n'a pas opérée ...",2/5,Visité en janvier 2022,janvier,2022,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"They call it Tempura Cod with fries, but it's not! Paying 130€ for 2 tasteless fish and chips and one dry chicken, this is ripping off customers! It is a scandale. Three other customers complained in the room. And saying to the waiter that it was not the dish we expected, to hear ""I know"". It's even worse. I don't recommend this place!  Ils appellent ça du Cabillaud préparé façon tempura, mais ce n'est rien de tout ça. Payer 130€ pour 2 pauvre Fish & Chips et un poulet sec pour enfant, c'est du vol ! C'est un scandale ! Trois autres clients se sont plaints dans la salle. Dire au serveur que ce n'est pas ce qu'il y a au menu et entendre la réponse ""je sais"", c'est encore pire ! Je ne recommande pour ce lieu !",1/5,Visité en mars 2022,mars,2022,il y a 9 mois,Avril,2022,
NewPort Bay Club,Hôtel,"A peine arrivé à l’hôtel attente de 40 minutes pour s’enregistrer, pour au final arrivé le soir après notre journée aux Parcs ne toujours pas avoir notre numéro de chambre qui devait «normalement» arrivée par SMS dans l’après midi….. donc encore 40 minutes d’attente le soir..!  Chambre correcte  Le bar de l’hôtel super avec un personnel au TOP.!  La piscine pas eu le temps d’y aller mais ça avait l’air top..  Un bon séjour, mais beaucoup trop de monde malgré le Covid-19…..",3/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Super hôtel, chambre bien décorée et très confortable. Piscine agréable. Très bon accueil de la part de l'ensemble du personnel. Petits déjeuners au top. Présence de personnages Disney dans l'hôtel pour continuer la magie de Disney.",5/5,Visité en septembre 2021,septembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,Bon hôtel mais franchement chambre bien mais pas a la hauteur d'un 4 étoiles ! Restaurants très chers et petit déjeuner encore plus. Un peu déçue pour le prix,2/5,Visité en novembre 2021,novembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,Plutôt satisfait. L'hôtel est de bonne facture et nous y avons passé un bon moment. Petit point négatif sur le ménage et l'entretien des lieux qui mérite un peu plus,4/5,Visité en novembre 2021,novembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,Un peu éloigné mais superbe hôtel.,4/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
NewPort Bay Club,Hôtel,"Bon établissement avec du personnel accueillant, la piscine est top, seul hic nous avons eu une chambre qui sentait le tabac froid et pile placée face à la machine à café qui est affreusement bruyante.",4/5,Visité en février 2022,février,2022,il y a 11 mois,Février,2022,
NewPort Bay Club,Hôtel,"Beau de l extérieur mais les chambres sont standards pas de mini frigo, 3 chaînes disney et les chaînes de la TNT rien de plus, pas de pression à la douche. La literie est de bonne qualité.  Par contre, j'ai pu constaté quelques toiles d araignées... et le papier peint un peu décollé sur les coins. Loin des standards 4 étoiles français.",3/5,Visité en décembre 2021,décembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Un très bon accueil, je note la facilité et la rapidité à récupérer les billets d'entrée aux parcs. L'établissement est magnifique. L'ambiance disney est bien présente. La chambre est très belle et d'une propreté irréprochable. Dommage a prix de la nuit de ne pas avoir un petit  dej compris...",4/5,Visité en octobre 2021,octobre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Le niveau a sérieusement baissé ! Nous avions un soucis dans notre réservation, ce qui peut arrivé, et la responsable c'est montrée agressive et tendue... On sens bien que l'hôtel va mal. Les TV dysfonctionnent, le produits de toilettes sont très loin de la qualité des débuts. Je n'y retournerai plus!",2/5,Visité en juillet 2021,juillet,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Très bel hôtel, petit déjeuner de rêve nous avons adoré notre séjour en famille. Petit moins la chaleur est trop élevée à notre goût.",4/5,Visité en février 2022,février,2022,il y a 10 mois,Mars,2022,
NewPort Bay Club,Hôtel,La prise en charge à l hôtel à été assez chaotique après de longue attente nous avons enfin nos chambres mais 1 carte sur 5 fonctionne pour débloquer les portes (les employés n ont jamais réussi à programmer correctement nos cartes) Les chambres sont spacieuses et confortables par contre il n y a pas de frigo ni de prises USB dans les chambres. Nous avions la vu de l autre côté (pas celle du lac) qui donne sur les caisses du restaurant (on pensait avoir mieux pour un 4*). Au niveau du petit déjeuner c était très médiocre niveau qualité et le service extrêmement long donc très difficile d accéder au parc pendant l heure réserver aux clients des hôtels. En général hôtel confortable mais Disney est dépassé par son gigantisme et les mesures sanitaire (manque de personnel) qui rendent l expérience hôtel décevant par rapport au prix payé.,3/5,Visité en août 2021,août,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Plusieurs fois que nous y allons.. et ici, la derniere je pense,car plutot décevant!! L ensemble de l equipe du parc et hotel vous croise et quasi aucun bonjour! Le lieu surtout l hotel, pour le prix n est pas à la hauteur! Les prix sont élévés, c est Ok, c est Disney, mais la qualité de service n est pas là, sans compter sur des chambres au standing dépassé pour un Hotel 4 Clés ! Ce qui crée un effet ultra déterioré de l image. A revoir donc, seule l équipe du samedi matin le 29 janvier, au compass club est parfaite!!",3/5,Visité en janvier 2022,janvier,2022,il y a 11 mois,Février,2022,
NewPort Bay Club,Hôtel,"Excellent hôtel Disney. Buffet au restaurant très bon et petit déjeuner parfait. Mais peu d'indications pour les toilettes, le parc, etc... Étonnant.",5/5,Visité en avril 2022,avril,2022,il y a 9 mois,Avril,2022,
NewPort Bay Club,Hôtel,"Hôtel magnifique Malheureusement pas loin du 5 étoile pour mon avis juste pour un petit détail. Tout d’abord l’accueil est très bien le personnel est très accueillant, l’hôtel d’extérieur et d’intérieur est vraiment très beau ( surtout de nuit ). Les chambres sont belle est propre ( tout comme l’hôtel dans l’ensemble). Lit très confortable vraiment, après une journée à marcher et faire les files d’attente du parc, leur lit est vraiment bien pour pouvoir passé une bonne nuit de repos, un matelas de qualité. Le service ( restaurant, petit déjeuner, accueil, bagagerie, ménage ) est très bien, le petit déjeuner est vraiment bon de bonne qualité, on peut le trouver peut être chère mais un buffet sucré salé avec énormément de choix et de bonne qualité je trouve ça très bien niveau rapport qualité prix. Le seul petit détail qui manquer c’était un petit + dans la chambre un petit geste de bienvenu dans la chambre peut importe quoi ou même le prix de cadeaux de bienvenue. Mais dans l’ensemble pour moi c’est un hôtel vraiment bien, avec un très jolie vue, j’y retournerai avec plaisir. 🤝",4/5,Visité en mars 2020,mars,2020,il y a 2 ans,Janvier,2021,
NewPort Bay Club,Hôtel,La chambre ne vaut pas un 4* le rapport qualité prix n'est pas bon,3/5,Visité en août 2022,août,2022,il y a 4 mois,Septembre,2022,
NewPort Bay Club,Hôtel,"Très bel hôtel à 2 pas du parc. Les chambres sont un peu vieillottes à mon goût, les lits 2 places petits pour 2 adultes mais la literie est excellente, on dort bien. Le personnel est courtois. Le restaurant propose  une formule à buffet à volonté à un tarif élevé et sans boisson mais ça manque un peu de goût sur certains plats. Si vous avez une bonne offre de réduction ça vaut le coup.",3/5,Visité en janvier 2020,janvier,2020,il y a 3 ans,Janvier,2020,
NewPort Bay Club,Hôtel,"Pour juste y dormir et sortir c'était très bien, les enfants ont apprécié l'ambiance Y retourner ? Oui pas de soucis.  point de vue logistique l'accès raccourci pour accéder au village par le lac est fermé par des barrières. Il faut passer par le chemin plus long qui mène au Marvel et sequoia.",4/5,Visité en décembre 2021,décembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Je m'attendais à mieux. Vu les prix, franchement,  je m'attendais à beaucoup mieux même. Une ampoule grillé dans salle de bain, une ampoule qui sifflait dès qu'on l'allumé. Nous avons payé supplément pour avoir la vu sur le lac, non, on ne voyait rien, bon bref. Je suis un peu déçu",2/5,Visité en décembre 2021,décembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Superbe hôtel, les chambres sont spacieuses, propres et surtout bien conçues : espace douche / WC séparés de la vasque et du miroir, pratique lorsque nous sommes plusieurs à nous préparer en souhaitant garder notre intimité. Personnel toujours agréable et à l'écoute si besoin est. En ce qui concerne le petit déjeuner, nous n'avons jamais eu plus de 5minutes d'attente en venant très tôt le matin, buffet très varié (sucré et salé)",5/5,Visité en janvier 2020,janvier,2020,il y a 2 ans,Janvier,2021,
NewPort Bay Club,Hôtel,"Hôtel au top accueil formidable de tout le personnel je dis bien tout le monde était prévenant,  séjour en compass rien à dire c'était une belle découverte pour nous.  Ne changez rien on a adoré notre séjour dans votre établissement.  Grande chambre et literie confortable,  petit déjeuner complet et super service.  Nous espérons revenir bientôt.  Merci encore",5/5,Visité en septembre 2020,septembre,2020,il y a 2 ans,Janvier,2021,
NewPort Bay Club,Hôtel,"Hôtel top, rien à dire, mais le parc c'est abusé",5/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
NewPort Bay Club,Hôtel,"Séjour effectué du 12 au 13 septembre 2020 dans la suite présidentielle. Chambre magnifique avec un plateau comprenant une bouteille de champagne, macarons, un bouquet de fleurs, boite de gâteaux et pour mon anniversaire des ballons, une magnifique carte et une peluche. Première nuit en compass par la même occasion, nous sommes sous le charme . Tout était parfait. Propreté, respect des consignes sanitaires, accueil chaleureux, petit déjeuner copieux et de qualité. Le goûter est vraiment très agréable pour se reposer après une journée dans le parc. La qualité de la literie ainsi que la baignoire a remous font un vrai plus a cette suite présidentielle. Merci a l'ensemble des cast notamment Sylvain pour le petit déjeuner mais vraiment l'ensemble des cast ( accueil  , entretien, service de sécurité, boutiques, restaurants...) pour leur sourire, gentillesse, disponibilité tout au long du séjour. Vivement mars pour le prochain séjour",5/5,Visité en septembre 2020,septembre,2020,il y a 2 ans,Janvier,2021,
NewPort Bay Club,Hôtel,"Super expérience, personnel accueillant, a l'écoute et disponible. Resto au top ! (Petit bémol sur les pâtisseries du buffet à volonté) Petit dej copieux et pour tous les goûts Pensez à prendre la navette pour vous rendre au parc qui vous épargnera 15min de marche",5/5,Visité en décembre 2021,décembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Hôtel très beau, chambre propre et spacieuse. Personnel très accueillant et gentil. Petit bémol beaucoup d'attente le matin pour récupérer les pass et beaucoup trop de monde dans la piscine surtout en cette période sanitaire.",4/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Plus de moins que de plus. Dans le descriptif de la chambre on nous parle de peignoire de chaussons et d'une bouilloire,  on les a cherché mais pas trouvé. On doit pas avoir la même façon de mesurer un lit . On nous vend un King size il a dut rétrécir au lavage MÊME SI C'EST BUFFET À VOLONTÉ le tarif du petit déjeuner est exorbitant. 28€ par adulte ça pique . Pour le repas autant aller au village il y a de très bon  restos pour un tarif plus intéressant. Et je suis pas super magniac mais pour 900 euros le séjour on aurait peut-être aimé avoir une chambre NIQUEL  En plus, la salle de sport équipée avec du très bon matériel. Le personnel souriant et accueillant. La présence de personnages dans le hall et la proximité du parc qui permet de s'y rendre à pied, la piscine ouverte jusqu'à 21h45",2/5,Visité en octobre 2021,octobre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Nous avons été surclassé car le Sequoia Lodge était fermé à cette période malgré notre réservation. Quelle belle surprise !!! Merci beaucoup.. Du coup nous avons testé cet hôtel. Chambre décor bord de mer de Floride très sympa. Nous avons eu la chambre supérieure vue lac. Bouilloire avec recharge de thé et de lait mais pas de sachet de café, pour cela il faut aller au niveau des ascenseurs pour la machine à café. Ça peut refroidir l'envie d'en boire un si vous avez beaucoup de couloir à traverser, la carte de la chambre vous sert de porte monnaie. Remettez des sachets de café dans la chambre s'il vous plaît 🙏🙏🙏. Merci encore pour ce magnifique séjour ❤️❤️",5/5,Visité en décembre 2021,décembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Chambre à notre arrivée sans nos bagages du Disney express, cheveux dans baignoire, vitre pas lavée, moquette pas aspirée et  tâche de sang sur un rideau... Fatima et Bruno de l'hôtel nous ont écouté, rassuré proposé un cocktail en attendant de nous reloger en chambre standing avec terrasse et petits cadeaux pour nos filles. En grand merci pour ce grand moment de détente et cette chambre exceptionnelle.",5/5,Visité en août 2021,août,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Une heure d'attente pour récupérer les ""billets"" pour le séjour. On me dit ""Madame donnez moi votre numéro de téléphone et avant 15h00 vous recevrez un SMS, avec le numéro de votre chambre"" A 18h00, toujours pas de message, nous retournons donc à l'hôtel, et j'ai refait la queu pendant presque une heure pour obtenir le numéro de ma chambre, quelle mauvaise organisation... Impossible de prendre une douche (aprés une journée plus que pluvieuse), car l'eau ne coulait que par le robinet, et non par le pommeau de douche ! Pour un 5 étoiles (je crois), c'est une honte ! Mais forcément, vu qu'il faut faire la queu pour se plaindre, je pense que la douche ne sera jamais réparée ! Ne parlons pas des ascenseurs, qui mettent au moins 10 minutes à arriver à votre étage... Demande du pass sanitaire à l'arriver (faut attendre aussi), on vous passe un bracelet pour ne plus avoir a représenter votre PASS durant le séjour à l'hôtel et aux parcs (bonne idée), mais le lendemain on vous REdemande le pass sanitaire alors que vous avez encore le bracelet de la veille au poignet... ! Très déçue, même si l'hôtel en lui même est magnifique...",2/5,Visité en décembre 2021,décembre,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Inadmissible pour un hôtel comme ça ! La réouverture a 50% de leurs capacité , qu’est ce que cela doit être à 100%?  Nous avons attendus plus d’une heure pour avoir notre chambre qu’on avait pourtant demandé à 9h , qui devait être prête à 15h, finalement nous avons pu regagner notre chambre qu’à 18h30!! Piscine fermée à cause de L’orage , ( pourtant ils possèdent une piscine couverte. Le pire a été le repas du soir, plus que 40 minutes d’attente, alors que nous avions réservé. Plusieurs personnes n’avait pas réservé et passer devant nous pourtant sur leur site il est indiqué la réservation obligatoire pour le repas. Quant au petit déjeuner nous avions aussi réservé à 8h mais nous avons dû faire plus de deux heures de queue pour pouvoir prendre notre petit déjeuner. C’est inadmissible de la part de Disneyland de traités ses clients comme ça sachant que le séjour est à presque huit cents euros.",2/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
NewPort Bay Club,Hôtel,"Un super hôtel, des personnels très sympathique et attentif aux clients et le restaurant de l'hôtel super bon et son personnels très sympathique et attentionné avec les clients et une serveuse en or ( lavinia) et merci à elle pour son humour et ont à passé une très bonne soirée grâce à elle.",5/5,Visité en mars 2022,mars,2022,il y a 10 mois,Mars,2022,
NewPort Bay Club,Hôtel,Première expérience en famille oct 2022 C'est magique on a adoré,5/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
NewPort Bay Club,Hôtel,"Hôtel Disney a quelques minutes à pied du Parc et du Village. On adore l’ambiance Bateau et Croisières. Haut standing, comme d’habitude personnel charmant et service impeccable. Nous avons séjourné en Compass Club. Navette pour le parc toutes les 12min environ !  Respect des mesures actuelles.",5/5,Visité en octobre 2021,octobre,2021,il y a un an,Janvier,2022,
